time_start	time_end  title likeValue
0 16.09305718310547 Introduction  1
16.698857961853026  36.34705890272522 Production  -0.5
36.77291301144409 47.2234201411438  Générer 0.5
48.078223984741214  59.25722300762939 Diffuser  0.25
59.96519795231628 106.06841299046326  Distribuer  -0.75
106.18330198092652  129.681 Conclusion  0.75
